realisation,condition,velocity_error_sigma_kms,intrinsic_velocity_sigma_kms,effective_per_component_sigma_kms,delta_v_kms,delta_v_over_effective_sigma,mc_seed_base,velocity_seed_offset,intrinsic_velocity_seed,observational_error_seed,velocity_direction_angle_rad,stage1_fracture_scale_pc,stage1_groups,target_parent_status,mean_completeness,mean_purity,mean_jaccard,strict_recoveries_of_8,formal_overlap_resolved,overlap_best_groups_separate,mean_fragment_count,s3_passes,s3_significant_flags,s3_accepted_splits,s3_final_groups,s3_orphans
197,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260922,20261028,4.221696742020495,17.015217647302862,99,target_parent_tested,0.9946956113387978,0.8576226796422419,0.8535393487834262,8,True,True,1.0,2,1,1,2,71
197,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260922,20261028,4.221696742020495,17.015217647302862,99,target_parent_tested,0.9874060792349728,0.8539456533968564,0.8446114056418039,8,True,True,1.0,2,1,1,2,76
197,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260922,20261028,4.221696742020495,17.015217647302862,99,target_parent_tested,1.0,0.7333879102357268,0.7333879102357268,6,False,False,1.0,1,0,0,1,0
198,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260923,20261029,6.077658456185961,17.027820392426293,99,target_parent_tested,0.996061731557377,0.7859050017902878,0.7824478718118595,7,True,True,1.0,2,1,1,2,48
198,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260923,20261029,6.077658456185961,17.027820392426293,99,target_parent_tested,0.9947916666666669,0.7860793937609691,0.7812877270943024,7,True,True,1.0,2,1,1,2,50
198,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260923,20261029,6.077658456185961,17.027820392426293,99,target_parent_tested,0.9915364583333331,0.7839771230384485,0.7761186100433655,7,True,True,1.0,2,1,1,2,51
198,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260923,20261029,6.077658456185961,17.027820392426293,99,target_parent_tested,0.9875981898907104,0.7820934869600744,0.770838891932444,7,True,True,1.0,2,1,1,2,54
198,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260923,20261029,6.077658456185961,17.027820392426293,99,target_parent_tested,1.0,0.6601791444145955,0.6601791444145955,5,False,False,1.0,1,0,0,1,0
199,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260924,20261030,2.334386020064836,17.018295368341942,100,target_parent_tested,0.9993169398907104,0.8664103586362675,0.8658271150327194,8,True,True,1.0,2,1,1,2,28
199,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260924,20261030,2.334386020064836,17.018295368341942,100,target_parent_tested,0.9979508196721312,0.8657388524265228,0.8639906006782709,8,True,True,1.0,2,1,1,2,29
199,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260924,20261030,2.334386020064836,17.018295368341942,100,target_parent_tested,0.9972677595628416,0.866860767620776,0.8645068053367752,8,True,True,1.0,2,1,1,2,32
199,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260924,20261030,2.334386020064836,17.018295368341942,100,target_parent_tested,0.9907573428961748,0.8665142393871231,0.8583420146160858,8,True,True,1.0,2,1,1,2,42
199,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260924,20261030,2.334386020064836,17.018295368341942,100,target_parent_tested,1.0,0.7425468005759344,0.7425468005759344,6,False,False,1.0,1,0,0,1,0
200,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260925,20261031,3.762793838623648,17.048388529750305,102,target_parent_tested,0.9979508196721312,0.9026683556822206,0.9006415721126795,8,True,True,1.0,2,1,1,2,22
200,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260925,20261031,3.762793838623648,17.048388529750305,102,target_parent_tested,0.9972997780054644,0.9029785915420748,0.9004189900924942,8,True,True,1.0,2,1,1,2,24
200,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260925,20261031,3.762793838623648,17.048388529750305,102,target_parent_tested,0.9972997780054644,0.9011629577613184,0.8986358482989205,8,True,True,1.0,2,1,1,2,21
200,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260925,20261031,3.762793838623648,17.048388529750305,102,target_parent_tested,0.9919953893442623,0.90133887834431,0.8940124461994456,8,True,True,1.0,2,1,1,2,30
200,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260925,20261031,3.762793838623648,17.048388529750305,102,target_parent_tested,1.0,0.7767462027242029,0.7767462027242029,6,False,False,1.0,1,0,0,1,0
201,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260926,20261032,2.820159734223385,17.015217647302862,99,target_parent_tested,0.998046875,0.815127336030544,0.8133641886102743,8,True,True,1.0,2,1,1,2,17
201,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260926,20261032,2.820159734223385,17.015217647302862,99,target_parent_tested,0.9973638148907104,0.8133210564985556,0.8110266461971216,8,True,True,1.0,2,1,1,2,15
201,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260926,20261032,2.820159734223385,17.015217647302862,99,target_parent_tested,0.9966807547814208,0.8132762400645193,0.8104318546160052,8,True,True,1.0,2,1,1,2,16
201,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260926,20261032,2.820159734223385,17.015217647302862,99,target_parent_tested,0.9912803107923498,0.8124145162883456,0.8049504097323865,8,True,True,1.0,2,1,1,2,23
201,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260926,20261032,2.820159734223385,17.015217647302862,99,target_parent_tested,1.0,0.6947140315272582,0.6947140315272582,6,False,False,1.0,1,0,0,1,0
202,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260927,20261033,2.1712490465011345,17.012886370901654,100,target_parent_tested,0.9947596482240436,0.834047775388597,0.8295387095654889,8,True,True,1.0,2,1,1,2,36
202,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260927,20261033,2.1712490465011345,17.012886370901654,100,target_parent_tested,0.998014856557377,0.8337217050447201,0.8320309320155758,8,True,True,1.0,2,1,1,2,30
202,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260927,20261033,2.1712490465011345,17.012886370901654,100,target_parent_tested,0.9966807547814208,0.8347876161309027,0.8319438387257787,8,True,True,1.0,2,1,1,2,34
202,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260927,20261033,2.1712490465011345,17.012886370901654,100,target_parent_tested,0.9912803107923498,0.8360522688603087,0.8286159989691865,8,True,True,1.0,2,1,1,2,45
202,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260927,20261033,2.1712490465011345,17.012886370901654,100,target_parent_tested,1.0,0.7121691335257614,0.7121691335257614,6,False,False,1.0,1,0,0,1,0
203,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260928,20261034,5.978294272299332,17.056517795515415,100,target_parent_tested,0.9972997780054644,0.8230039147938109,0.8203036927992753,7,True,True,1.0,2,1,1,2,5
203,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260928,20261034,5.978294272299332,17.056517795515415,100,target_parent_tested,0.997982838114754,0.8230039147938109,0.8209867529085649,7,True,True,1.0,2,1,1,2,4
203,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260928,20261034,5.978294272299332,17.056517795515415,100,target_parent_tested,0.997982838114754,0.8230039147938109,0.8209867529085649,7,True,True,1.0,2,1,1,2,4
203,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260928,20261034,5.978294272299332,17.056517795515415,100,target_parent_tested,0.9913123292349728,0.8223354655959498,0.8136888152723069,7,True,True,1.0,2,1,1,2,13
203,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260928,20261034,5.978294272299332,17.056517795515415,100,target_parent_tested,1.0,0.6976714679853002,0.6976714679853002,6,False,False,1.0,1,0,0,1,0
204,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260929,20261035,0.066496242255424,17.015217647302862,101,target_parent_tested,0.9993489583333331,0.8424945628542941,0.8419707815371076,8,True,True,1.0,2,1,1,2,44
204,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260929,20261035,0.066496242255424,17.015217647302862,101,target_parent_tested,0.9967447916666669,0.8417611168709507,0.83907223360587,8,True,True,1.0,2,1,1,2,47
204,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260929,20261035,0.066496242255424,17.015217647302862,101,target_parent_tested,0.9954427083333331,0.843339994328324,0.8394681276999275,8,True,True,1.0,2,1,1,2,52
204,vobs_sigma_1,1.0,1.0,1.4142135623730951,5.0,3.5355339059327373,20260725,30000000,50260929,20261035,0.066496242255424,17.015217647302862,101,target_parent_tested,0.9895192964480874,0.8421815967274493,0.8335676411250988,8,True,True,1.0,2,1,1,2,60
204,vobs_sigma_2,2.0,1.0,2.23606797749979,5.0,2.23606797749979,20260725,30000000,50260929,20261035,0.066496242255424,17.015217647302862,101,target_parent_tested,1.0,0.7206035723039197,0.7206035723039197,6,False,False,1.0,1,0,0,1,0
205,baseline,0.0,1.0,1.0,5.0,5.0,20260725,30000000,50260930,20261036,5.822943068589747,17.040104933363203,102,target_parent_tested,0.9973958333333331,0.8925785122023187,0.8903195484418649,8,True,True,1.0,2,1,1,2,22
205,vobs_sigma_0.25,0.25,1.0,1.0307764064044151,5.0,4.85071250072666,20260725,30000000,50260930,20261036,5.822943068589747,17.040104933363203,102,target_parent_tested,0.9967447916666669,0.8931168785389523,0.8902662687828546,8,True,True,1.0,2,1,1,2,24
205,vobs_sigma_0.5,0.5,1.0,1.118033988749895,5.0,4.47213595499958,20260725,30000000,50260930,20261036,5.822943068589747,17.040104933363203,102,target_parent_tested,0.9954106898907104,0.8924907325293097,0.8885239956530355,8,True,True,1.0,2,1,1,2,25
